Order Date,Category,Item Name,Supplier,Quantity,Unit Cost,Total Cost
2024-01-29,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-002,8,264.67,2117.39
2024-01-29,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,10,122.19,1221.87
2024-01-29,Food,Fresh Strawberries (1 lb),FOD-001,23,3.04,69.86
2024-01-29,Food,"Great Value Milk (1 Gallon, 2%)",FOD-002,28,3.85,107.68
2024-01-29,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,30,1.23,36.98
2024-01-29,Textiles,Bath Towel Set (2-pack),TXT-003,19,8.61,163.65
2024-01-29,Textiles,Men's Fleece Hoodie,TXT-001,31,11.33,351.15
2024-01-29,Textiles,Men's Regular Fit Jeans,TXT-002,34,16.06,546.05
2024-01-29,Textiles,Queen Size Comforter,TXT-002,30,24.22,726.58
2024-01-29,Textiles,Women's V-Neck T-Shirt,TXT-003,15,2.98,44.75
2024-02-05,Food,Fresh Strawberries (1 lb),FOD-002,34,3.28,111.44
2024-02-05,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,37,3.18,117.64
2024-02-05,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,23,8.98,206.51
2024-02-12,Food,Fresh Strawberries (1 lb),FOD-002,33,3.24,106.88
2024-02-12,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,20,4.2,84.02
2024-02-12,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,24,1.33,31.81
2024-02-12,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,10,4.94,49.35
2024-02-12,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,20,2.87,57.44
2024-02-12,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,12,5.72,68.63
2024-02-12,Textiles,Men's Fleece Hoodie,TXT-002,18,11.17,201.07
2024-02-12,Textiles,Men's Regular Fit Jeans,TXT-001,24,15.62,374.99
2024-02-19,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,17,86.61,1472.45
2024-02-19,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,18,20.07,361.27
2024-02-26,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,15,62.03,930.5
2024-02-26,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,5,4.98,24.9
2024-02-26,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,7,85.2,596.39
2024-02-26,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,21,5.17,108.62
2024-02-26,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-002,11,3.02,33.25
2024-02-26,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,16,6.46,103.31
2024-02-26,Textiles,Men's Athletic Shorts,TXT-003,27,8.62,232.67
2024-02-26,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,25,3.79,94.66
2024-02-26,Textiles,Women's Skinny Jeans,TXT-002,23,15.66,360.19
2024-03-04,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,14,56.46,790.41
2024-03-04,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,17,85.33,1450.68
2024-03-04,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,8,33.79,270.36
2024-03-04,Food,Great Value Large Eggs (1 Dozen),FOD-003,33,2.29,75.6
2024-03-04,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,26,1.24,32.15
2024-03-04,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,36,4.41,158.85
2024-03-04,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,33,9.16,302.3
2024-03-04,Textiles,Twin Size Sheet Set,TXT-002,18,9.1,163.72
2024-03-04,Textiles,Women's Skinny Jeans,TXT-002,26,13.8,358.89
2024-03-04,Textiles,Women's V-Neck T-Shirt,TXT-002,29,3.07,89.05
2024-03-11,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,6,5.98,35.88
2024-03-11,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,9,20.43,183.83
2024-03-11,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,14,80.16,1122.31
2024-03-11,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,5,32.36,161.78
2024-03-11,Food,Great Value Large Eggs (1 Dozen),FOD-003,32,2.49,79.6
2024-03-11,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,38,4.21,159.96
2024-03-11,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,11,4.82,53.04
2024-03-11,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,13,2.92,37.98
2024-03-11,Textiles,Men's Fleece Hoodie,TXT-001,20,13.07,261.32
2024-03-11,Textiles,Men's Regular Fit Jeans,TXT-001,21,14.87,312.19
2024-03-11,Textiles,Queen Size Comforter,TXT-002,31,23.14,717.2
2024-03-11,Textiles,Twin Size Sheet Set,TXT-002,19,10.94,207.79
2024-03-11,Textiles,Women's Skinny Jeans,TXT-003,28,15.44,432.29
2024-03-18,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,8,5.66,45.27
2024-03-18,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,10,135.39,1353.87
2024-03-18,Food,Bananas (by the pound),FOD-002,35,0.75,26.26
2024-03-18,Food,Fresh Strawberries (1 lb),FOD-001,23,3.09,71.18
2024-03-18,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,14,4.83,67.62
2024-03-18,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,22,2.84,62.47
2024-03-18,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,12,6.36,76.32
2024-03-25,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,9,240.34,2163.06
2024-03-25,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,9,79.61,716.45
2024-03-25,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,21,3.36,70.53
2024-03-25,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,28,1.22,34.13
2024-03-25,Food,Skippy Creamy Peanut Butter (40 oz),FOD-002,30,4.18,125.35
2024-03-25,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,22,4.57,100.47
2024-03-25,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-002,23,7.24,166.49
2024-03-25,Textiles,Men's Regular Fit Jeans,TXT-002,27,15.27,412.2
2024-03-25,Textiles,Women's Skinny Jeans,TXT-002,33,14.34,473.16
2024-04-01,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,12,5.79,69.47
2024-04-01,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,14,86.16,1206.24
2024-04-01,Food,Bananas (by the pound),FOD-003,39,0.72,28.02
2024-04-01,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,37,1.36,50.44
2024-04-01,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,21,4.05,85.07
2024-04-01,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,13,2.86,37.2
2024-04-01,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,24,3.03,72.76
2024-04-01,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,25,5.43,135.87
2024-04-08,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,15,4.97,74.51
2024-04-08,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,15,21.3,319.55
2024-04-08,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,5,258.64,1293.18
2024-04-08,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,5,132.83,664.14
2024-04-08,Food,Bananas (by the pound),FOD-002,20,0.69,13.87
2024-04-08,Food,Fresh Strawberries (1 lb),FOD-002,23,2.91,66.97
2024-04-08,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,37,3.85,142.5
2024-04-08,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,26,4.45,115.7
2024-04-08,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,39,8.26,322.08
2024-04-08,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,14,18.81,263.34
2024-04-08,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,19,4.41,83.72
2024-04-08,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,11,2.8,30.77
2024-04-08,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,28,16.02,448.62
2024-04-08,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,23,7.54,173.36
2024-04-15,Food,Coca-Cola Soda (12-pack Cans),FOD-001,30,5.43,162.77
2024-04-15,Food,Fresh Strawberries (1 lb),FOD-001,37,3.07,113.54
2024-04-15,Food,Lay's Classic Potato Chips (Large Bag),FOD-002,20,3.81,76.13
2024-04-15,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,13,16.11,209.43
2024-04-15,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,15,6.06,90.93
2024-04-15,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-002,12,8.14,97.69
2024-04-15,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,10,5.17,51.66
2024-04-15,Textiles,Men's Fleece Hoodie,TXT-002,22,11.36,249.97
2024-04-15,Textiles,Women's Skinny Jeans,TXT-002,17,15.42,262.09
2024-04-22,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,13,75.01,975.07
2024-04-22,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,18,5.84,105.1
2024-04-22,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,12,92.8,1113.6
2024-04-22,Electronics,Roku Express HD Streaming Media Player,ELC-001,15,20.07,301.03
2024-04-22,Food,Bananas (by the pound),FOD-002,40,0.74,29.68
2024-04-22,Food,Great Value Large Eggs (1 Dozen),FOD-002,22,2.74,60.22
2024-04-22,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,12,5.63,67.6
2024-04-22,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,17,4.93,83.81
2024-04-22,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,18,6.5,117.04
2024-04-22,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,20,7.21,144.17
2024-04-22,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,20,5.04,100.8
2024-04-29,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,8,5.63,45.03
2024-04-29,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,12,8.58,103
2024-04-29,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,11,17.29,190.14
2024-04-29,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-002,12,5.06,60.74
2024-05-06,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,18,5.33,95.91
2024-05-06,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-002,14,243.44,3408.18
2024-05-06,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,9,118.49,1066.41
2024-05-06,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,19,5.29,100.45
2024-05-06,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,26,4.91,127.76
2024-05-06,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,14,5.09,71.19
2024-05-06,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,14,5.77,80.84
2024-05-06,Textiles,Bath Towel Set (2-pack),TXT-001,33,7.4,244.25
2024-05-06,Textiles,Men's Athletic Shorts,TXT-002,18,7.36,132.56
2024-05-06,Textiles,Queen Size Comforter,TXT-002,29,25.09,727.5
2024-05-06,Textiles,Twin Size Sheet Set,TXT-001,25,10.3,257.55
2024-05-06,Textiles,Women's Skinny Jeans,TXT-002,33,15.34,506.2
2024-05-13,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-002,11,75.59,831.48
2024-05-13,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,16,19.84,317.5
2024-05-13,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,6,142.36,854.15
2024-05-13,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,5,8.09,40.44
2024-05-13,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,14,34.58,484.16
2024-05-13,Food,Coca-Cola Soda (12-pack Cans),FOD-001,32,5.67,181.45
2024-05-13,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,20,1.17,23.38
2024-05-13,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,23,4.07,93.58
2024-05-13,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,30,9.24,277.24
2024-05-13,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,17,6.5,110.57
2024-05-13,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,17,5.46,92.87
2024-05-13,Textiles,Men's Fleece Hoodie,TXT-002,33,12.16,401.23
2024-05-13,Textiles,Men's Regular Fit Jeans,TXT-002,34,14.4,489.56
2024-05-13,Textiles,Women's V-Neck T-Shirt,TXT-003,29,3.26,94.65
2024-05-20,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,14,3.21,44.95
2024-05-20,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,16,15.68,250.91
2024-05-20,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,20,5.22,104.44
2024-05-20,Textiles,Kids' Graphic Tee,TXT-003,26,2.7,70.15
2024-05-20,Textiles,Men's Athletic Shorts,TXT-002,21,7.51,157.64
2024-05-20,Textiles,Men's Fleece Hoodie,TXT-002,17,11.08,188.43
2024-05-27,Food,Fresh Strawberries (1 lb),FOD-002,27,3.05,82.36
2024-05-27,Food,Great Value Large Eggs (1 Dozen),FOD-003,34,2.48,84.45
2024-05-27,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,29,3.46,100.37
2024-05-27,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,36,8.71,313.41
2024-05-27,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-002,24,3.22,77.23
2024-05-27,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,16,2.88,46.14
2024-05-27,Textiles,Bath Towel Set (2-pack),TXT-003,31,7.94,246.23
2024-05-27,Textiles,Men's Fleece Hoodie,TXT-002,30,11.94,358.11
2024-05-27,Textiles,Twin Size Sheet Set,TXT-002,26,10.05,261.32
2024-06-03,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,20,5.67,113.39
2024-06-03,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,17,20.8,353.62
2024-06-03,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,20,7.57,151.48
2024-06-03,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,19,33.88,643.81
2024-06-03,Food,Bananas (by the pound),FOD-002,31,0.7,21.57
2024-06-03,Food,Coca-Cola Soda (12-pack Cans),FOD-001,29,5.99,173.64
2024-06-03,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-003,34,4.55,154.7
2024-06-03,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,16,3.12,49.97
2024-06-03,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,27,3.25,87.68
2024-06-03,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,19,8.39,159.45
2024-06-03,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,23,3.8,87.37
2024-06-03,Textiles,Men's Fleece Hoodie,TXT-002,22,11.44,251.62
2024-06-03,Textiles,Twin Size Sheet Set,TXT-002,31,10.03,310.79
2024-06-03,Textiles,Women's Skinny Jeans,TXT-002,26,15.66,407.27
2024-06-03,Textiles,Women's V-Neck T-Shirt,TXT-002,18,2.93,52.66
2024-06-10,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,19,5.01,95.25
2024-06-10,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,7,21.51,150.58
2024-06-10,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,9,251.82,2266.4
2024-06-10,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-003,17,79.17,1345.88
2024-06-10,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,10,33.79,337.87
2024-06-10,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,16,4.78,76.41
2024-06-10,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,28,3.28,91.76
2024-06-10,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,12,2.8,33.63
2024-06-10,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,10,14.06,140.6
2024-06-10,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,11,5.86,64.45
2024-06-10,Textiles,Bath Towel Set (2-pack),TXT-003,33,8.21,270.86
2024-06-10,Textiles,Men's Fleece Hoodie,TXT-002,32,11.52,368.61
2024-06-10,Textiles,Men's Regular Fit Jeans,TXT-001,33,15.86,523.25
2024-06-10,Textiles,Twin Size Sheet Set,TXT-001,19,10.95,208.14
2024-06-17,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,19,59.9,1138.07
2024-06-17,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,17,5.62,95.61
2024-06-17,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,16,22.88,366.1
2024-06-17,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,18,80.74,1453.24
2024-06-17,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,14,36.02,504.34
2024-06-17,Textiles,Queen Size Comforter,TXT-003,23,23.51,540.7
2024-06-17,Textiles,Twin Size Sheet Set,TXT-002,33,9.41,310.4
2024-06-17,Textiles,Women's Skinny Jeans,TXT-002,34,14.72,500.4
2024-06-24,Food,Fresh Strawberries (1 lb),FOD-002,33,2.97,98.03
2024-06-24,Food,"Great Value Milk (1 Gallon, 2%)",FOD-002,32,3.39,108.5
2024-06-24,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,36,4.48,161.16
2024-06-24,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,20,1.14,22.87
2024-06-24,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-003,26,8.51,221.27
2024-06-24,Pharmaceuticals,Advil Tablets (100 ct),PRM-002,18,5.6,100.76
2024-06-24,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,12,4.99,59.88
2024-06-24,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,17,3.23,54.93
2024-07-01,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,6,5.93,35.59
2024-07-01,Electronics,Roku Express HD Streaming Media Player,ELC-001,19,19.42,369.03
2024-07-01,Food,Coca-Cola Soda (12-pack Cans),FOD-001,26,5.05,131.31
2024-07-01,Food,Fresh Strawberries (1 lb),FOD-001,21,3.16,66.43
2024-07-01,Food,"Great Value Milk (1 Gallon, 2%)",FOD-002,34,3.19,108.35
2024-07-01,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,20,4.94,98.81
2024-07-01,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,27,8.29,223.75
2024-07-01,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,29,16.56,480.29
2024-07-01,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-003,13,3.02,39.27
2024-07-01,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,15,5.6,84.07
2024-07-01,Textiles,Bath Towel Set (2-pack),TXT-003,30,7.94,238.15
2024-07-01,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,25,3.62,90.48
2024-07-01,Textiles,Twin Size Sheet Set,TXT-002,18,10.42,187.53
2024-07-08,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,17,81.81,1390.78
2024-07-08,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-002,20,228.38,4567.51
2024-07-08,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,15,79.48,1192.21
2024-07-08,Electronics,Roku Express HD Streaming Media Player,ELC-001,5,18.92,94.6
2024-07-08,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,19,126.94,2411.89
2024-07-08,Food,Coca-Cola Soda (12-pack Cans),FOD-001,24,5.36,128.69
2024-07-08,Food,Lay's Classic Potato Chips (Large Bag),FOD-002,27,3.58,96.76
2024-07-08,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,15,4.7,70.43
2024-07-08,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,12,19.39,232.65
2024-07-08,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,17,4.11,69.86
2024-07-08,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,10,2.93,29.34
2024-07-08,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-002,30,5.64,169.09
2024-07-08,Textiles,Men's Athletic Shorts,TXT-002,34,7.53,256.07
2024-07-08,Textiles,Men's Regular Fit Jeans,TXT-001,25,14.47,361.7
2024-07-08,Textiles,Women's V-Neck T-Shirt,TXT-002,20,2.91,58.16
2024-07-15,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,12,250.37,3004.45
2024-07-15,Electronics,Roku Express HD Streaming Media Player,ELC-001,7,18.69,130.8
2024-07-15,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-003,19,33.68,639.92
2024-07-15,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-002,15,4.74,71.17
2024-07-15,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-002,29,3.22,93.49
2024-07-15,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-003,20,14.23,284.53
2024-07-15,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-002,12,8.59,103.1
2024-07-15,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,17,5.83,99.14
2024-07-15,Textiles,Men's Basic Crewneck T-Shirt,TXT-002,35,3.7,129.53
2024-07-15,Textiles,Men's Regular Fit Jeans,TXT-002,25,13.9,347.57
2024-07-15,Textiles,Twin Size Sheet Set,TXT-001,34,10.98,373.22
2024-07-22,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,9,92.07,828.67
2024-07-22,Electronics,Roku Express HD Streaming Media Player,ELC-002,20,19.61,392.17
2024-07-22,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,5,139.4,697.02
2024-07-22,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-003,9,8.34,75.09
2024-07-22,Food,Bananas (by the pound),FOD-003,40,0.78,31.13
2024-07-22,Food,Great Value Large Eggs (1 Dozen),FOD-002,26,2.63,68.42
2024-07-22,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,32,4.62,147.75
2024-07-22,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,31,1.25,38.82
2024-07-22,Food,Skippy Creamy Peanut Butter (40 oz),FOD-002,33,4.85,159.93
2024-07-22,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,14,19.15,268.11
2024-07-22,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,12,4.73,56.8
2024-07-22,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,29,3.02,87.65
2024-07-22,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,18,14.64,263.54
2024-07-22,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,10,6.31,63.14
2024-07-22,Textiles,Men's Athletic Shorts,TXT-003,33,7.92,261.27
2024-07-22,Textiles,Men's Regular Fit Jeans,TXT-001,23,16.09,370.01
2024-07-22,Textiles,Women's Skinny Jeans,TXT-003,17,15.81,268.73
2024-07-29,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,8,60.61,484.86
2024-07-29,Electronics,Energizer Max AA Batteries (8-pack),ELC-002,9,5.25,47.21
2024-07-29,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,8,20.11,160.86
2024-07-29,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,10,138.23,1382.26
2024-07-29,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,17,8.32,141.41
2024-07-29,Food,Great Value Large Eggs (1 Dozen),FOD-002,26,2.38,61.87
2024-07-29,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,36,4.63,166.72
2024-07-29,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-003,38,1.33,50.49
2024-07-29,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,24,3.29,78.93
2024-07-29,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,26,7.75,201.51
2024-07-29,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-003,15,4.8,71.95
2024-07-29,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,19,3,57.01
2024-07-29,Textiles,Bath Towel Set (2-pack),TXT-003,19,7.61,144.53
2024-07-29,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,35,3.65,127.68
2024-07-29,Textiles,Men's Regular Fit Jeans,TXT-001,35,13.94,488.03
2024-07-29,Textiles,Queen Size Comforter,TXT-002,15,23.08,346.25
2024-07-29,Textiles,Twin Size Sheet Set,TXT-002,35,10.41,364.46
2024-08-05,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-002,17,80.63,1370.66
2024-08-05,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-003,18,57.07,1027.28
2024-08-05,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-002,15,265.84,3987.64
2024-08-05,Electronics,Roku Express HD Streaming Media Player,ELC-002,20,19.88,397.66
2024-08-05,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,6,119.52,717.11
2024-08-05,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,12,5.04,60.43
2024-08-05,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-003,12,17.56,210.72
2024-08-12,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,20,264.84,5296.82
